run_id,start_time,duration_s,avg_fps,avg_inference_ms,frames_processed,frames_skipped,total_detections,person_detections,tts_alerts,min_distance_m,max_distance_m
run_001,2025-12-19T15:06:45Z,15,4.6,185,69,31,18,18,6,0.75,2.45
